"","iso3166_country","GID_0_gadm","NAME_0_gadm","GID_1_gadm","GID_1_edits","NAME_1_gadm","VARNAME_1_gadm","NL_NAME_1_gadm","TYPE_1_gadm","ENGTYPE_1_gadm","CC_1_gadm","HASC_1_gadm","region_polygoncluster","polygoncluster_name","project_ifnodata","project_ifconstructed","regionname_ISOenglish","regionname_alt","regionname_nativescript","regioncode","system","regioncode_changed","regioncode_old","Notes","mergekey","regioncode_disagg"
"515","DK","DNK","Denmark","DNK.3_1","DNK.3_1","Nordjylland","North Jutland","Nordjylland","Region","Region",NA,"DK.ND","","",NA,NA,"Nordjylland","North Denmark Region","Nordjylland","DK-81","iso3166-2","","","","DK-81","DK-81"
"516","DK","DNK","Denmark","DNK.4_1","DNK.4_1","Sj√¶lland","Zealand","Sj√¶lland","Region","Region",NA,"DK.SL","","",NA,NA,"Sjælland","Region Zealand","Sjælland","DK-85","iso3166-2","","","","DK-85","DK-85"
"517","DK","DNK","Denmark","DNK.5_1","DNK.5_1","Syddanmark","South Denmark","Syddanmark","Region","Region",NA,"DK.SD","","",NA,NA,"Syddanmark","Region of Southern Denmark","Syddanmark","DK-83","iso3166-2","","","","DK-83","DK-83"
"518","DM","DMA","Dominica","DMA.1_1","DMA.1_1","Saint Andrew",NA,"Saint Andrew","Parish","Parish",NA,"DM.AN","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-02"
"519","DM","DMA","Dominica","DMA.2_1","DMA.2_1","Saint David",NA,"Saint David","Parish","Parish",NA,"DM.DA","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-03"
"520","DM","DMA","Dominica","DMA.3_1","DMA.3_1","Saint George",NA,"Saint George","Parish","Parish",NA,"DM.GO","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-04"
"521","DM","DMA","Dominica","DMA.4_1","DMA.4_1","Saint John",NA,"Saint John","Parish","Parish",NA,"DM.JN","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-05"
"522","DM","DMA","Dominica","DMA.5_1","DMA.5_1","Saint Joseph",NA,"Saint Joseph","Parish","Parish",NA,"DM.JH","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-06"
"523","DM","DMA","Dominica","DMA.6_1","DMA.6_1","Saint Luke",NA,"Saint Luke","Parish","Parish",NA,"DM.LU","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-07"
"524","DM","DMA","Dominica","DMA.7_1","DMA.7_1","Saint Mark",NA,"Saint Mark","Parish","Parish",NA,"DM.MA","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-08"
"525","DM","DMA","Dominica","DMA.8_1","DMA.8_1","Saint Patrick",NA,"Saint Patrick","Parish","Parish",NA,"DM.PK","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-09"
"526","DM","DMA","Dominica","DMA.9_1","DMA.9_1","Saint Paul",NA,"Saint Paul","Parish","Parish",NA,"DM.PL","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-10"
"527","DM","DMA","Dominica","DMA.10_1","DMA.10_1","Saint Peter",NA,"Saint Peter","Parish","Parish",NA,"DM.PR","nat","Dominica",NA,NA,"Dominica","","Dominica","DM.nat","iso3166-2","","","","DM.nat","DM-11"
"528","DO","DOM","Dominican Republic","","DO-33","","","","","","","","","",NA,NA,"Cibao Nordeste","","Cibao Nordeste","DO-33","iso3166-2","","","","DO-33","DO-33"
"529","DO","DOM","Dominican Republic","","DO-34","","","","","","","","","",NA,NA,"Cibao Noroeste","","Cibao Noroeste","DO-34","iso3166-2","","","","DO-34","DO-34"
"530","DO","DOM","Dominican Republic","","DO-35","","","","","","","","","",NA,NA,"Cibao Norte","","Cibao Norte","DO-35","iso3166-2","","","","DO-35","DO-35"
"531","DO","DOM","Dominican Republic","","DO-36","","","","","","","","","",NA,NA,"Cibao Sur","","Cibao Sur","DO-36","iso3166-2","","","","DO-36","DO-36"
"532","DO","DOM","Dominican Republic","","DO-37","","","","","","","","","",NA,NA,"El Valle","","El Valle","DO-37","iso3166-2","","","","DO-37","DO-37"
"533","DO","DOM","Dominican Republic","","DO-38","","","","","","","","","",NA,NA,"Enriquillo","","Enriquillo","DO-38","iso3166-2","","","","DO-38","DO-38"
"534","DO","DOM","Dominican Republic","","DO-39","","","","","","","","","",NA,NA,"Higuamo","","Higuamo","DO-39","iso3166-2","","","","DO-39","DO-39"
"535","DO","DOM","Dominican Republic","","DO-40","","","","","","","","","",NA,NA,"Ozama","","Ozama","DO-40","iso3166-2","","","","DO-40","DO-40"
"536","DO","DOM","Dominican Republic","","DO-41","","","","","","","","","",NA,NA,"Valdesia","","Valdesia","DO-41","iso3166-2","","","","DO-41","DO-41"
"537","DO","DOM","Dominican Republic","","DO-42","","","","","","","","","",NA,NA,"Yuma","","Yuma","DO-42","iso3166-2","","","","DO-42","DO-42"
"538","EC","ECU","Ecuador","ECU.1_1","ECU.1_1","Azuay",NA,"Azuay","Provincia","Province","1","EC.AZ","","",NA,NA,"Azuay","","Azuay","EC-A","iso3166-2","","","","EC-A","EC-A"
"539","EC","ECU","Ecuador","ECU.2_1","ECU.2_1","Bolivar",NA,"Bolivar","Provincia","Province","2","EC.BO","","",NA,NA,"Bolívar","","Bolívar","EC-B","iso3166-2","","","","EC-B","EC-B"
"540","EC","ECU","Ecuador","ECU.3_1","ECU.3_1","Ca√±ar",NA,"Ca√±ar","Provincia","Province","3","EC.CN","","",NA,NA,"Cañar","","Cañar","EC-F","iso3166-2","","","","EC-F","EC-F"
"541","EC","ECU","Ecuador","ECU.4_1","ECU.4_1","Carchi",NA,"Carchi","Provincia","Province","4","EC.CR","","",NA,NA,"Carchi","","Carchi","EC-C","iso3166-2","","","","EC-C","EC-C"
"542","EC","ECU","Ecuador","ECU.5_1","ECU.5_1","Chimborazo",NA,"Chimborazo","Provincia","Province","6","EC.CB","","",NA,NA,"Chimborazo","","Chimborazo","EC-H","iso3166-2","","","","EC-H","EC-H"
"543","EC","ECU","Ecuador","ECU.6_1","ECU.6_1","Cotopaxi",NA,"Cotopaxi","Provincia","Province","5","EC.CT","","",NA,NA,"Cotopaxi","","Cotopaxi","EC-X","iso3166-2","","","","EC-X","EC-X"
"544","EC","ECU","Ecuador","ECU.7_1","ECU.7_1","El Oro",NA,"El Oro","Provincia","Province","7","EC.EO","","",NA,NA,"El Oro","","El Oro","EC-O","iso3166-2","","","","EC-O","EC-O"
"545","EC","ECU","Ecuador","ECU.8_1","ECU.8_1","Esmeraldas",NA,"Esmeraldas","Provincia","Province","8","EC.ES","","",NA,NA,"Esmeraldas","","Esmeraldas","EC-E","iso3166-2","","","","EC-E","EC-E"
"546","EC","ECU","Ecuador","ECU.9_1","ECU.9_1","Gal√°pagos",NA,"Gal√°pagos","Provincia","Province","20","EC.GA","","",NA,NA,"Galápagos","","Galápagos","EC-W","iso3166-2","","","","EC-W","EC-W"
"547","EC","ECU","Ecuador","ECU.10_1","ECU.10_1","Guayas",NA,"Guayas","Provincia","Province","9","EC.GU","","",NA,NA,"Guayas","","Guayas","EC-G","iso3166-2","","","","EC-G","EC-G"
"548","EC","ECU","Ecuador","ECU.11_1","ECU.11_1","Imbabura",NA,"Imbabura","Provincia","Province","10","EC.IM","","",NA,NA,"Imbabura","","Imbabura","EC-I","iso3166-2","","","","EC-I","EC-I"
"549","EC","ECU","Ecuador","ECU.12_1","ECU.12_1","Loja",NA,"Loja","Provincia","Province","11","EC.LJ","","",NA,NA,"Loja","","Loja","EC-L","iso3166-2","","","","EC-L","EC-L"
"550","EC","ECU","Ecuador","ECU.13_1","ECU.13_1","Los Rios",NA,"Los Rios","Provincia","Province","12","EC.LR","","",NA,NA,"Los Ríos","","Los Ríos","EC-R","iso3166-2","","","","EC-R","EC-R"
"551","EC","ECU","Ecuador","ECU.14_1","ECU.14_1","Manabi",NA,"Manabi","Provincia","Province","13","EC.MN","","",NA,NA,"Manabí","","Manabí","EC-M","iso3166-2","","","","EC-M","EC-M"
"552","EC","ECU","Ecuador","ECU.15_1","ECU.15_1","Morona Santiago",NA,"Morona Santiago","Provincia","Province","14","EC.MS","","",NA,NA,"Morona Santiago","","Morona Santiago","EC-S","iso3166-2","","","","EC-S","EC-S"
"553","EC","ECU","Ecuador","ECU.16_1","ECU.16_1","Napo",NA,"Napo","Provincia","Province","15","EC.NA","","",NA,NA,"Napo","","Napo","EC-N","iso3166-2","","","","EC-N","EC-N"
"554","EC","ECU","Ecuador","ECU.17_1","ECU.17_1","Orellana",NA,"Orellana","Provincia","Province","22","EC.OR","","",NA,NA,"Orellana","","Orellana","EC-D","iso3166-2","","","","EC-D","EC-D"
"555","EC","ECU","Ecuador","ECU.18_1","ECU.18_1","Pastaza",NA,"Pastaza","Provincia","Province","16","EC.PA","","",NA,NA,"Pastaza","","Pastaza","EC-Y","iso3166-2","","","","EC-Y","EC-Y"
"556","EC","ECU","Ecuador","ECU.19_1","ECU.19_1","Pichincha",NA,"Pichincha","Provincia","Province","17","EC.PI","","",NA,NA,"Pichincha","","Pichincha","EC-P","iso3166-2","","","","EC-P","EC-P"
"557","EC","ECU","Ecuador","ECU.20_1","ECU.20_1","Santa Elena",NA,"Santa Elena","Provincia","Province","24","EC.SE","","",NA,NA,"Santa Elena","","Santa Elena","EC-SE","iso3166-2","","","","EC-SE","EC-SE"
"558","EC","ECU","Ecuador","ECU.21_1","ECU.21_1","Santo Domingo de los Tsachilas",NA,"Santo Domingo de los Tsachilas","Provincia","Province","23","EC.SD","","",NA,NA,"Santo Domingo de los Tsáchilas","","Santo Domingo de los Tsáchilas","EC-SD","iso3166-2","","","","EC-SD","EC-SD"
"559","EC","ECU","Ecuador","ECU.22_1","ECU.22_1","Sucumbios",NA,"Sucumbios","Provincia","Province","21","EC.SU","","",NA,NA,"Sucumbíos","","Sucumbíos","EC-U","iso3166-2","","","","EC-U","EC-U"
"560","EC","ECU","Ecuador","ECU.23_1","ECU.23_1","Tungurahua",NA,"Tungurahua","Provincia","Province","18","EC.TU","","",NA,NA,"Tungurahua","","Tungurahua","EC-T","iso3166-2","","","","EC-T","EC-T"
"561","EC","ECU","Ecuador","ECU.24_1","ECU.24_1","Zamora Chinchipe",NA,"Zamora Chinchipe","Provincia","Province","19","EC.ZC","","",NA,NA,"Zamora Chinchipe","","Zamora Chinchipe","EC-Z","iso3166-2","","","","EC-Z","EC-Z"
"562","EE","EST","Estonia","","EE006","","","","","","","","","",NA,NA,"Kesk-Eesti","Central Estonia","Kesk-Eesti","EE006","nuts3","","","","EE006","EE006"
"563","EE","EST","Estonia","","EE007","","","","","","","","","",NA,NA,"Kirde-Eesti","Northeastern Estonia","Kirde-Eesti","EE007","nuts3","","","","EE007","EE007"
"564","EE","EST","Estonia","","EE004","","","","","","","","","",NA,NA,"Lääne-Eesti","West Estonia","Lääne-Eesti","EE004","nuts3","","","","EE004","EE004"
"565","EE","EST","Estonia","","EE008","","","","","","","","","",NA,NA,"Lõuna-Eesti","South Estonia","Lõuna-Eesti","EE008","nuts3","","","","EE008","EE008"
"566","EE","EST","Estonia","","EE001","","","","","","","","","",NA,NA,"Põhja-Eesti","North Estonia","Põhja-Eesti","EE001","nuts3","","","","EE001","EE001"
"567","EG","EGY","Egypt","EGY.1_1","EGY.1_1","Ad Daqahliyah","Al Daqahliyah|Dacahlia|Dagahlia|Dakahlieh|Dakahliya|Dakalieh|Daqalƒ´ya|Dakahlia|Dekahlia","Ad Daqahliyah","Muhafazah","Governorate",NA,"EG.DQ","","",NA,NA,"Ad Daqahlīyah","Dakahlia","الدقهلية‎","EG-DK","iso3166-2","","","","EG-DK","EG-DK"
"568","EG","EGY","Egypt","EGY.2_1","EGY.2_1","Al Bahr al Ahmar","Mar Rojo|Mar Vermelho|Mer Rouge|Red Sea","Al Bahr al Ahmar","Muhafazah","Governorate",NA,"EG.BA","","",NA,NA,"Al Baḩr al Aḩmar","Red Sea"," البحر الأحمر","EG-BA","iso3166-2","","","","EG-BA","EG-BA"
"569","EG","EGY","Egypt","EGY.3_1","EGY.3_1","Al Buhayrah","Beheira|Behera|El Buhayra|B√©h√©ra","Al Buhayrah","Muhafazah","Governorate",NA,"EG.BH","","",NA,NA,"Al Buḩayrah","","البحيرة‎","EG-BH","iso3166-2","","","","EG-BH","EG-BH"
"570","EG","EGY","Egypt","EGY.4_1","EGY.4_1","Al Fayyum","El Faiyum|el Fayoum|Faium|Faiy≈´m|Fayum|Fayoum|Fayyum","Al Fayyum","Muhafazah","Governorate",NA,"EG.FY","","",NA,NA,"Al Fayyūm","The Lake","الفيوم","EG-FYM","iso3166-2","","","","EG-FYM","EG-FYM"
"571","EG","EGY","Egypt","EGY.5_1","EGY.5_1","Al Gharbiyah","al-Garbƒ´yah|El Gharbiya|Garbia|Gharbieh|Gharbƒ´ya|Gharbia","Al Gharbiyah","Muhafazah","Governorate",NA,"EG.GH","","",NA,NA,"Al Gharbīyah","Western","الغربية","EG-GH","iso3166-2","","","","EG-GH","EG-GH"
"572","EG","EGY","Egypt","EGY.6_1","EGY.6_1","Al Iskandariyah","Alexandria|Alexandrie|El Iskandariya","Al Iskandariyah","Muhafazah","Governorate",NA,"EG.IK","","",NA,NA,"Al Iskandarīyah","Alexandria","الإسكندرية","EG-ALX","iso3166-2","","","","EG-ALX","EG-ALX"
"573","EG","EGY","Egypt","EGY.7_1","EGY.7_1","Al Isma`iliyah","As Ismailiyah|Ismailia|Isma√Ølia|Isma'iliya","Al Isma`iliyah","Muhafazah","Governorate",NA,"EG.IS","","",NA,NA,"Al Ismā'īlīyah","","الإسماعيلية‎","EG-IS","iso3166-2","","","","EG-IS","EG-IS"
"574","EG","EGY","Egypt","EGY.8_1","EGY.8_1","Al Jizah","El Giza|El Gƒ´zah|Gizeh|Giza|Guiz√®h","Al Jizah","Muhafazah","Governorate",NA,"EG.JZ","","",NA,NA,"Al Jīzah","Giza","الجيزة‎","EG-GZ","iso3166-2","","","","EG-GZ","EG-GZ"
"575","EG","EGY","Egypt","EGY.9_1","EGY.9_1","Al Minufiyah","Menoufieh|Menufia|Men≈´fƒ´ya|Min≈´fƒ´ya|Munufia|Menoufia|Minufia","Al Minufiyah","Muhafazah","Governorate",NA,"EG.MF","","",NA,NA,"Al Minūfīyah","","المنوفية","EG-MNF","iso3166-2","","","","EG-MNF","EG-MNF"
"576","EG","EGY","Egypt","EGY.10_1","EGY.10_1","Al Minya","Minia|Minieh|Menia|Minya","Al Minya","Muhafazah","Governorate",NA,"EG.MN","","",NA,NA,"Al Minyā","","المنيا","EG-MN","iso3166-2","","","","EG-MN","EG-MN"
"577","EG","EGY","Egypt","EGY.11_1","EGY.11_1","Al Qahirah","Cairo|El Cairo|El Qahira|Le Caire","Al Qahirah","Muhafazah","Governorate",NA,"EG.QH","","",NA,NA,"Al Qāhirah","Cairo","القاهرة‎","EG-C","iso3166-2","","","","EG-C","EG-C"
"578","EG","EGY","Egypt","EGY.12_1","EGY.12_1","Al Qalyubiyah","Caliubia|Kalioubieh|Kalioubiya|Qaliyubia|Qalyubiya|Kalyoubia|Kalyubia","Al Qalyubiyah","Muhafazah","Governorate",NA,"EG.QL","","",NA,NA,"Al Qalyūbīyah","","القليوبية","EG-KB","iso3166-2","","","","EG-KB","EG-KB"
"579","EG","EGY","Egypt","EGY.13_1","EGY.13_1","Al Uqsur","Luxor","Al Uqsur","Muhafazah","Governorate",NA,"EG.UQ","","",NA,NA,"Al Uqşur","Luxor","الأقصر","EG-LX","iso3166-2","","","","EG-LX","EG-LX"
"580","EG","EGY","Egypt","EGY.14_1","EGY.14_1","Al Wadi al Jadid","Al Wadi/Al Jadid|El-Wadi El-Gidid|New Valley|Novo Vale|OuƒÅdi El Guedƒ´d|Southern Desert","Al Wadi al Jadid","Muhafazah","Governorate",NA,"EG.WJ","","",NA,NA,"Al Wādī al Jadīd","New Valley","الوادي الجديد","EG-WAD","iso3166-2","","","","EG-WAD","EG-WAD"
"581","EG","EGY","Egypt","EGY.15_1","EGY.15_1","As Suways","El Suweiz|Es Suweis|Suez","As Suways","Muhafazah","Governorate",NA,"EG.SW","","",NA,NA,"As Suways","Suez","السويس","EG-SUZ","iso3166-2","","","","EG-SUZ","EG-SUZ"
"582","EG","EGY","Egypt","EGY.16_1","EGY.16_1","Ash Sharqiyah","Charkieh|Sharqia|Sharqƒ´ya|Sharquia|Sharkia","Ash Sharqiyah","Muhafazah","Governorate",NA,"EG.SQ","","",NA,NA,"Ash Sharqīyah","Eastern"," الشرقية","EG-SHR","iso3166-2","","","","EG-SHR","EG-SHR"
"583","EG","EGY","Egypt","EGY.17_1","EGY.17_1","Aswan","Assouan|Assu√£|Assu√°n|Syene","Aswan","Muhafazah","Governorate",NA,"EG.AN","","",NA,NA,"Aswān","","أسوان","EG-ASN","iso3166-2","","","","EG-ASN","EG-ASN"
"584","EG","EGY","Egypt","EGY.18_1","EGY.18_1","Asyut","Asyiut|Assiout|Assiut|Assyut|Asyout","Asyut","Muhafazah","Governorate",NA,"EG.AT","","",NA,NA,"Asyūţ","","أسيوط‎","EG-AST","iso3166-2","","","","EG-AST","EG-AST"
"585","EG","EGY","Egypt","EGY.19_1","EGY.19_1","Bani Suwayf","Beni Suwayf|Beni Souef|Beni Suef","Bani Suwayf","Muhafazah","Governorate",NA,"EG.BN","","",NA,NA,"Banī Suwayf","","بني سويف‎‎","EG-BNS","iso3166-2","","","","EG-BNS","EG-BNS"
"586","EG","EGY","Egypt","EGY.20_1","EGY.20_1","Bur Sa`id","Bur Said|Canal|Port Said|Port-Sa√Ød","Bur Sa`id","Muhafazah","Governorate",NA,"EG.BS","","",NA,NA,"Būr Sa‘īd","Port Said","بورسعيد","EG-PTS","iso3166-2","","","","EG-PTS","EG-PTS"
"587","EG","EGY","Egypt","EGY.21_1","EGY.21_1","Dumyat","Damietta|Damiette|DumiƒÅt","Dumyat","Muhafazah","Governorate",NA,"EG.DT","","",NA,NA,"Dumyāţ","Damietta","دمياط","EG-DT","iso3166-2","","","","EG-DT","EG-DT"
"588","EG","EGY","Egypt","EGY.22_1","EGY.22_1","Janub Sina'","Janub Sina|Sina al-Janubiyah|Sina' al-Jan≈´bƒ´yah|Sinai al Jan≈´bƒ´a|South Sinai|Sud Sinaƒ´","Janub Sina'","Muhafazah","Governorate",NA,"EG.JS","","",NA,NA,"Janūb Sīnā'","South Sinai","جنوب سيناء","EG-JS","iso3166-2","","","","EG-JS","EG-JS"
"589","EG","EGY","Egypt","EGY.23_1","EGY.23_1","Kafr ash Shaykh","Kafr-El-Sheikh|Kafr ash Shaikh|Kafr ash-Shayk|Kafr el Sheik|Kafr el Sheikh","Kafr ash Shaykh","Muhafazah","Governorate",NA,"EG.KS","","",NA,NA,"Kafr ash Shaykh","","كفر الشيخ","EG-KFS","iso3166-2","","","","EG-KFS","EG-KFS"
"590","EG","EGY","Egypt","EGY.24_1","EGY.24_1","Matrouh","MarsƒÅ Matr≈´h|Mersa Matruh|Western Desert|Matrouh","Matrouh","Muhafazah","Governorate",NA,"EG.MT","","",NA,NA,"Maţrūḩ","","مطروح","EG-MT","iso3166-2","","","","EG-MT","EG-MT"
"591","EG","EGY","Egypt","EGY.25_1","EGY.25_1","Qina","Kena|Qena|Quena","Qina","Muhafazah","Governorate",NA,"EG.QN","","",NA,NA,"Qinā","","قنا","EG-KN","iso3166-2","","","","EG-KN","EG-KN"
"592","EG","EGY","Egypt","EGY.26_1","EGY.26_1","Shamal Sina'","Shamal Sina|Nord Sina√Ø|North Sinai|Sina ash-ShamƒÅlƒ´yah|Sinai ash ShamƒÅlƒ´ya","Shamal Sina'","Muhafazah","Governorate",NA,"EG.SS","","",NA,NA,"Shamāl Sīnā'","North Sinai"," شمال سيناء","EG-SIN","iso3166-2","","","","EG-SIN","EG-SIN"
"593","EG","EGY","Egypt","EGY.27_1","EGY.27_1","Suhaj","Girga|Girgeh|SawhƒÅj|Sohag|Suhag","Suhaj","Muhafazah","Governorate",NA,"EG.SJ","","",NA,NA,"Sūhāj","Sohag","سوهاج","EG-SHG","iso3166-2","","","","EG-SHG","EG-SHG"
"594","ES","ESP","Spain","ESP.1_1","ESP.1_1","Andaluc√≠a","Andalousie|Andaluc¬°a|Andalusien|Andaluzia","Andaluc√≠a","Comunidad Aut√≥noma","Autonomous Community","1","ES.AN","","",NA,NA,"Andalucía","Andalusia","Andalucía","ES-AN","iso3166-2","","","","ES-AN","ES-AN"
"595","ES","ESP","Spain","ESP.2_1","ESP.2_1","Arag√≥n","Arag√£o|Arag√≥|Arag√≥n|Aragona|Aragonien","Arag√≥n","Comunidad Aut√≥noma","Autonomous Community","15","ES.AR","","",NA,NA,"Aragón","Aragon","Aragón","ES-AR","iso3166-2","","","","ES-AR","ES-AR"
"596","ES","ESP","Spain","ESP.17_1","ESP.17_1","Principado de Asturias","Ast√∫rias|Asturie|Asturien|Asturies|Ast√∫ries|Asturias","Principado de Asturias","Comunidad Aut√≥noma","Autonomous Community","3","ES.AS","","",NA,NA,"Asturias, Principado de","Principality of Asturias","Asturias, Principado de","ES-AS","iso3166-2","","","","ES-AS","ES-AS"
"597","ES","ESP","Spain","ESP.14_1","ESP.14_1","Islas Canarias","Canarias|Canary Islands|Can√°rias|Ilhas Can√°rias|Canarie|√éles Canaries|Illes Can√†ries|Kanari√∏yene|Kanarische Inseln","Islas Canarias","Comunidad Aut√≥noma","Autonomous Community","5","ES.CN","","",NA,NA,"Canarias","Canary Islands","Canarias","ES-CN","iso3166-2","","","","ES-CN","ES-CN"
"598","ES","ESP","Spain","ESP.3_1","ESP.3_1","Cantabria","Cant√†bria|Cant√°bria|Cantabrie|Kantabrien","Cantabria","Comunidad Aut√≥noma","Autonomous Community","6","ES.CB","","",NA,NA,"Cantabria","Cantabria","Cantabria","ES-CB","iso3166-2","","","","ES-CB","ES-CB"
"599","ES","ESP","Spain","ESP.4_1","ESP.4_1","Castilla-La Mancha","Castela-La Mancha|Castela-Mancha|Castella-la Manxa|Castilha-La Mancha","Castilla-La Mancha","Comunidad Aut√≥noma","Autonomous Community","8","ES.CM","","",NA,NA,"Castilla y León","Castile and León","Castilla y León","ES-CL","iso3166-2","","","","ES-CL","ES-CL"
"600","ES","ESP","Spain","ESP.5_1","ESP.5_1","Castilla y Le√≥n","Castile and Leon|Castela e Le√£o|Castella i Lle√≥|Castile-Leon|Castilha-Le√£o|Castilla y Le√≥n|Castille et L√©on|Kastilien-Le√≥n","Castilla y Le√≥n","Comunidad Aut√≥noma","Autonomous Community","7","ES.CL","","",NA,NA,"Castilla-La Mancha","Castile-La Mancha","Castilla-La Mancha","ES-CM","iso3166-2","","","","ES-CM","ES-CM"
"601","ES","ESP","Spain","ESP.6_1","ESP.6_1","Catalu√±a","Catalogna|Catalogne|Catalonia|Catalunha|Catalunya|Katalonien","Catalu√±a","Comunidad Aut√≥noma","Autonomous Community","9","ES.CT","","",NA,NA,"Catalunya","Catalonia","Catalunya","ES-CT","iso3166-2","","","","ES-CT","ES-CT"
"602","ES","ESP","Spain","","ES-CE","","","","","","","","","",NA,NA,"Ceuta","","Ceuta","ES-CE","iso3166-2","","","","ES-CE","ES-CE"
"603","ES","ESP","Spain","ESP.11_1","ESP.11_1","Extremadura","Estremadura|Estr√©madure","Extremadura","Comunidad Aut√≥noma","Autonomous Community","11","ES.EX","","",NA,NA,"Extremadura","Extremadura","Extremadura","ES-EX","iso3166-2","","","","ES-EX","ES-EX"
"604","ES","ESP","Spain","ESP.12_1","ESP.12_1","Galicia","Galice|Gal¬°cia|Galicien|Galiza|Galizia","Galicia","Comunidad Aut√≥noma","Autonomous Community","12","ES.GA","","",NA,NA,"Galicia ","Galicia","Galicia ","ES-GA","iso3166-2","","","","ES-GA","ES-GA"
"605","ES","ESP","Spain","ESP.13_1","ESP.13_1","Islas Baleares","Balearic Islands|Balearen|Balearene|Baleares|Islas Baleares|Baleari|√éles Bal√©ares|Ilhas Baleares|Illes Balears","Islas Baleares","Comunidad Aut√≥noma","Autonomous Community","4","ES.PM","","",NA,NA,"Illes Balears","Balearic Islands","Illes Balears","ES-IB","iso3166-2","","","","ES-IB","ES-IB"
"606","ES","ESP","Spain","ESP.15_1","ESP.15_1","La Rioja","Rioja","La Rioja","Comunidad Aut√≥noma","Autonomous Community","17","ES.LO","","",NA,NA,"La Rioja","La Rioja","La Rioja","ES-RI","iso3166-2","","","","ES-RI","ES-RI"
"607","ES","ESP","Spain","ESP.8_1","ESP.8_1","Comunidad de Madrid","Madrid|Communaut√© de Madrid| Community of Madrid|Comunidad de Madrid |Comunidade de Madrid|Comunitat de Madrid","Comunidad de Madrid","Comunidad Aut√≥noma","Autonomous Community",NA,"ES.MD","","",NA,NA,"Madrid, Comunidad de","Community of Madrid","Madrid, Comunidad de","ES-MD","iso3166-2","","","","ES-MD","ES-MD"
"608","ES","ESP","Spain","","ES-ML","","","","","","","","","",NA,NA,"Melilla","Melilla","Melilla","ES-ML","iso3166-2","","","","ES-ML","ES-ML"
"609","ES","ESP","Spain","ESP.18_1","ESP.18_1","Regi√≥n de Murcia","Murcia|Regi√£o de M√∫rcia|Regi√≥ de M√∫rcia|R√©gion de Murcie|Region of Murcia","Regi√≥n de Murcia","Comunidad Aut√≥noma","Autonomous Community","14","ES.MU","","",NA,NA,"Murcia, Región de","Region of Murcia","Murcia, Región de","ES-MC","iso3166-2","","","","ES-MC","ES-MC"
"610","ES","ESP","Spain","ESP.9_1","ESP.9_1","Comunidad Foral de Navarra","Communaut√© forale de Navarre|Comunidade Foral de Navarra|Comunitat Foral|Navarra","Comunidad Foral de Navarra","Comunidad Aut√≥noma","Autonomous Community","15","ES.NA","","",NA,NA,"Navarra, Comunidad Foral de","","Navarra, Comunidad Foral de","ES-NC","iso3166-2","","","","ES-NC","ES-NC"
"611","ES","ESP","Spain","ESP.16_1","ESP.16_1","Pa√≠s Vasco","Basque Country|Baskenland|Basque Autonomous Community|Basque Provinces|CAV|Comunidad Autonoma Vasca","Pa√≠s Vasco","Comunidad Aut√≥noma","Autonomous Community","16","ES.PV","","",NA,NA,"País Vasco","Euskal Herria (eu)","País Vasco","ES-PV","iso3166-2","","","","ES-PV","ES-PV"
"612","ES","ESP","Spain","ESP.10_1","ESP.10_1","Comunidad Valenciana","Valencia|Communaut√© de Valence|Comunidade Valenciana|Comunidad Valenciana|Comunitat Valenciana","Comunidad Valenciana","Comunidad Aut√≥noma","Autonomous Community","10","ES.VC","","",NA,NA,"Valenciana, Comunidad","Valenciana, Comunitat (ca)","Valenciana, Comunidad","ES-VC","iso3166-2","","","","ES-VC","ES-VC"
"613","ET","ETH","Ethiopia","ETH.1_1","ETH.1_1","Addis Abeba","ƒÄddƒ´s ƒÄbaba|Addis Ababa|Adis-Abeba|ƒÄdƒ´s ƒÄbeba","Addis Abeba","Astedader","City","14","ET.AA","","",NA,NA,"Ādīs Ābeba","Addis Ababa","አዲስ አበባ","ET-AA","iso3166-2","","","","ET-AA","ET-AA"
"614","ET","ETH","Ethiopia","ETH.2_1","ETH.2_1","Afar"," ","Afar","Kilil","State","2","ET.AF","","",NA,NA,"Āfar","Afar","አፋር ክልል","ET-AF","iso3166-2","","","","ET-AF","ET-AF"
"615","ET","ETH","Ethiopia","ETH.3_1","ETH.3_1","Amhara","Amara","Amhara","Kilil","State","3","ET.AM","","",NA,NA,"Āmara","Amara","አማራ","ET-AM","iso3166-2","","","","ET-AM","ET-AM"
