"","iso3166_country","GID_0_gadm","NAME_0_gadm","GID_1_gadm","GID_1_edits","NAME_1_gadm","VARNAME_1_gadm","NL_NAME_1_gadm","TYPE_1_gadm","ENGTYPE_1_gadm","CC_1_gadm","HASC_1_gadm","region_polygoncluster","polygoncluster_name","project_ifnodata","project_ifconstructed","regionname_ISOenglish","regionname_alt","regionname_nativescript","regioncode","system","regioncode_changed","regioncode_old","Notes","mergekey","regioncode_disagg"
"2011","TH","THA","Thailand","THA.28_1","THA.28_1","Nakhon Phanom",NA,"Nakhon Phanom","Changwat","Province","48","TH.NF","A","Northeast",NA,NA,"Nakhon Phanom","","นครพนม","TH.A","iso3166-2","","","","TH.A","TH-48"
"2012","TH","THA","Thailand","THA.29_1","THA.29_1","Nakhon Ratchasima","Khorat|Nagara Rajasima|Nakaun Rachasima","Nakhon Ratchasima","Changwat","Province","30","TH.NR","A","Northeast",NA,NA,"Nakhon Ratchasima","","นครราชสีมา","TH.A","iso3166-2","","","","TH.A","TH-30"
"2013","TH","THA","Thailand","THA.30_1","THA.30_1","Nakhon Sawan",NA,"Nakhon Sawan","Changwat","Province","60","TH.NS","C","North",NA,NA,"Nakhon Sawan","","นครสวรรค์","TH.C","iso3166-2","","","","TH.C","TH-60"
"2014","TH","THA","Thailand","THA.31_1","THA.31_1","Nakhon Si Thammarat","Nakhon Thammarat|Nagara Sridharmaraj|Nakhon Sri Thammarat|Nakhornsrithamrat|Nakornsrithamaraj","Nakhon Si Thammarat","Changwat","Province","80","TH.NT","D","South",NA,NA,"Nakhon Si Thammarat","","นครศรีธรรมราช","TH.D","iso3166-2","","","","TH.D","TH-80"
"2015","TH","THA","Thailand","THA.32_1","THA.32_1","Nan",NA,"Nan","Changwat","Province","55","TH.NA","C","North",NA,NA,"Nan","","น่าน","TH.C","iso3166-2","","","","TH.C","TH-55"
"2016","TH","THA","Thailand","THA.33_1","THA.33_1","Narathiwat",NA,"Narathiwat","Changwat","Province","96","TH.NW","D","South",NA,NA,"Narathiwat","","นราธิวาส","TH.D","iso3166-2","","","","TH.D","TH-96"
"2017","TH","THA","Thailand","THA.34_1","THA.34_1","Nong Bua Lam Phu","Nong Bua Lamphu","Nong Bua Lam Phu","Changwat","Province","39","TH.NB","A","Northeast",NA,NA,"Nong Bua Lam Phu","","หนองบัวลำภู","TH.A","iso3166-2","","","","TH.A","TH-39"
"2018","TH","THA","Thailand","THA.35_1","THA.35_1","Nong Khai",NA,"Nong Khai","Changwat","Province","43","TH.NK","A","Northeast",NA,NA,"Nong Khai","","หนองคาย","TH.A","iso3166-2","","","","TH.A","TH-43"
"2019","TH","THA","Thailand","THA.36_1","THA.36_1","Nonthaburi",NA,"Nonthaburi","Changwat","Province","12","TH.NO","B","Central",NA,NA,"Nonthaburi","","นนทบุรี","TH.B","iso3166-2","","","","TH.B","TH-12"
"2020","TH","THA","Thailand","THA.37_1","THA.37_1","Pathum Thani",NA,"Pathum Thani","Changwat","Province","13","TH.PT","B","Central",NA,NA,"Pathum Thani","","ปทุมธานี","TH.B","iso3166-2","","","","TH.B","TH-13"
"2021","TH","THA","Thailand","THA.38_1","THA.38_1","Pattani",NA,"Pattani","Changwat","Province","94","TH.PI","D","South",NA,NA,"Pattani","","ปัตตานี","TH.D","iso3166-2","","","","TH.D","TH-94"
"2022","TH","THA","Thailand","THA.39_1","THA.39_1","Phangnga",NA,"Phangnga","Changwat","Province","82","TH.PG","D","South",NA,NA,"Phangnga","","พังงา","TH.D","iso3166-2","","","","TH.D","TH-82"
"2023","TH","THA","Thailand","THA.40_1","THA.40_1","Phatthalung",NA,"Phatthalung","Changwat","Province","93","TH.PL","D","South",NA,NA,"Phatthalung","","พัทลุง","TH.D","iso3166-2","","","","TH.D","TH-93"
"2024","TH","THA","Thailand","","TH-S","","","","","","","","B","Central",NA,NA,"Phatthaya","","","TH.B","iso3166-2","","","","TH.B","TH-S"
"2025","TH","THA","Thailand","THA.41_1","THA.41_1","Phayao",NA,"Phayao","Changwat","Province","56","TH.PY","C","North",NA,NA,"Phayao","","พะเยา","TH.C","iso3166-2","","","","TH.C","TH-56"
"2026","TH","THA","Thailand","THA.42_1","THA.42_1","Phetchabun",NA,"Phetchabun","Changwat","Province","67","TH.PH","C","North",NA,NA,"Phetchabun","","เพชรบูรณ์","TH.C","iso3166-2","","","","TH.C","TH-67"
"2027","TH","THA","Thailand","THA.43_1","THA.43_1","Phetchaburi","Phetcha Buri|Bejraburi|Petchburi|Phet Buri|Tetchburit","Phetchaburi","Changwat","Province","76","TH.PE","B","Central",NA,NA,"Phetchaburi","","เพชรบุรี","TH.B","iso3166-2","","","","TH.B","TH-76"
"2028","TH","THA","Thailand","THA.44_1","THA.44_1","Phichit",NA,"Phichit","Changwat","Province","66","TH.PC","C","North",NA,NA,"Phichit","","พิจิตร","TH.C","iso3166-2","","","","TH.C","TH-66"
"2029","TH","THA","Thailand","THA.45_1","THA.45_1","Phitsanulok","Bisnulok|Phisanulauk|Phitsnulok|Pitsanuloke","Phitsanulok","Changwat","Province","65","TH.PS","C","North",NA,NA,"Phitsanulok","","พิษณุโลก","TH.C","iso3166-2","","","","TH.C","TH-65"
"2030","TH","THA","Thailand","THA.46_1","THA.46_1","Phra Nakhon Si Ayutthaya","Phranakhon Si Ayutthaya|Ayudhya|Ayutthaya|Phranakhornsri-ayuthaya","Phra Nakhon Si Ayutthaya","Changwat","Province","14","TH.PA","B","Central",NA,NA,"Phra Nakhon Si Ayutthaya","","พระนครศรีอยุธยา","TH.B","iso3166-2","","","","TH.B","TH-14"
"2031","TH","THA","Thailand","THA.47_1","THA.47_1","Phrae",NA,"Phrae","Changwat","Province","54","TH.PR","C","North",NA,NA,"Phrae","","แพร่","TH.C","iso3166-2","","","","TH.C","TH-54"
"2032","TH","THA","Thailand","THA.48_1","THA.48_1","Phuket",NA,"Phuket","Changwat","Province","83","TH.PU","D","South",NA,NA,"Phuket","","ภูเก็ต","TH.D","iso3166-2","","","","TH.D","TH-83"
"2033","TH","THA","Thailand","THA.49_1","THA.49_1","Prachin Buri",NA,"Prachin Buri","Changwat","Province","25","TH.PB","B","Central",NA,NA,"Prachin Buri","","ปราจีนบุรี","TH.B","iso3166-2","","","","TH.B","TH-25"
"2034","TH","THA","Thailand","THA.50_1","THA.50_1","Prachuap Khiri Khan","Korh Luxk|Prachuab Girikhand|Prachuapkirikhan|Prachut Khirikhan","Prachuap Khiri Khan","Changwat","Province","77","TH.PK","B","Central",NA,NA,"Prachuap Khiri Khan","","ประจวบคีรีขันธ์","TH.B","iso3166-2","","","","TH.B","TH-77"
"2035","TH","THA","Thailand","THA.51_1","THA.51_1","Ranong",NA,"Ranong","Changwat","Province","85","TH.RN","D","South",NA,NA,"Ranong","","ระนอง","TH.D","iso3166-2","","","","TH.D","TH-85"
"2036","TH","THA","Thailand","THA.52_1","THA.52_1","Ratchaburi",NA,"Ratchaburi","Changwat","Province","70","TH.RT","B","Central",NA,NA,"Ratchaburi","","ราชบุรี","TH.B","iso3166-2","","","","TH.B","TH-70"
"2037","TH","THA","Thailand","THA.53_1","THA.53_1","Rayong",NA,"Rayong","Changwat","Province","21","TH.RY","B","Central",NA,NA,"Rayong","","ระยอง","TH.B","iso3166-2","","","","TH.B","TH-21"
"2038","TH","THA","Thailand","THA.54_1","THA.54_1","Roi Et",NA,"Roi Et","Changwat","Province","45","TH.RE","A","Northeast",NA,NA,"Roi Et","","ร้อยเอ็ด","TH.A","iso3166-2","","","","TH.A","TH-45"
"2039","TH","THA","Thailand","THA.55_1","THA.55_1","Sa Kaeo","Srakaeo","Sa Kaeo","Changwat","Province","27","TH.SK","B","Central",NA,NA,"Sa Kaeo","","สระแก้ว","TH.B","iso3166-2","","","","TH.B","TH-27"
"2040","TH","THA","Thailand","THA.56_1","THA.56_1","Sakon Nakhon",NA,"Sakon Nakhon","Changwat","Province","47","TH.SN","A","Northeast",NA,NA,"Sakon Nakhon","","สกลนคร","TH.A","iso3166-2","","","","TH.A","TH-47"
"2041","TH","THA","Thailand","THA.57_1","THA.57_1","Samut Prakan","Pak Nam|Samudh Prakarn|Samudraprakar|Samut Phrakhan","Samut Prakan","Changwat","Province","11","TH.SP","B","Central",NA,NA,"Samut Prakan","","สมุทรปราการ","TH.B","iso3166-2","","","","TH.B","TH-11"
"2042","TH","THA","Thailand","THA.58_1","THA.58_1","Samut Sakhon","Krokkrak Maha Chai|Mahachai|Samudrasagara","Samut Sakhon","Changwat","Province","74","TH.SS","B","Central",NA,NA,"Samut Sakhon","","สมุทรสาคร","TH.B","iso3166-2","","","","TH.B","TH-74"
"2043","TH","THA","Thailand","THA.59_1","THA.59_1","Samut Songkhram","Mae Klong|Samudrasonggram","Samut Songkhram","Changwat","Province","75","TH.SM","B","Central",NA,NA,"Samut Songkhram","","สมุทรสงคราม","TH.B","iso3166-2","","","","TH.B","TH-75"
"2044","TH","THA","Thailand","THA.60_1","THA.60_1","Saraburi","Sara Buri","Saraburi","Changwat","Province","19","TH.SR","B","Central",NA,NA,"Saraburi","","สระบุรี","TH.B","iso3166-2","","","","TH.B","TH-19"
"2045","TH","THA","Thailand","THA.61_1","THA.61_1","Satun",NA,"Satun","Changwat","Province","91","TH.SA","D","South",NA,NA,"Satun","","สตูล","TH.D","iso3166-2","","","","TH.D","TH-91"
"2046","TH","THA","Thailand","THA.62_1","THA.62_1","Si Sa Ket","Sisaket|Khukhan|Khukhandh|Srisaket","Si Sa Ket","Changwat","Province","33","TH.SI","A","Northeast",NA,NA,"Si Sa Ket","","สิงห์บุรี","TH.A","iso3166-2","","","","TH.A","TH-33"
"2047","TH","THA","Thailand","THA.63_1","THA.63_1","Sing Buri",NA,"Sing Buri","Changwat","Province","17","TH.SB","B","Central",NA,NA,"Sing Buri","","ศรีสะเกษ","TH.B","iso3166-2","","","","TH.B","TH-17"
"2048","TH","THA","Thailand","THA.64_1","THA.64_1","Songkhla",NA,"Songkhla","Changwat","Province","90","TH.SG","D","South",NA,NA,"Songkhla","","สงขลา","TH.D","iso3166-2","","","","TH.D","TH-90"
"2049","TH","THA","Thailand","THA.65_1","THA.65_1","Sukhothai","Sawankhalokt|Sukhotai|Sukothai|Svargalok","Sukhothai","Changwat","Province","64","TH.SO","C","North",NA,NA,"Sukhothai","","สุโขทัย","TH.C","iso3166-2","","","","TH.C","TH-64"
"2050","TH","THA","Thailand","THA.66_1","THA.66_1","Suphan Buri",NA,"Suphan Buri","Changwat","Province","72","TH.SH","B","Central",NA,NA,"Suphan Buri","","สุพรรณบุรี","TH.B","iso3166-2","","","","TH.B","TH-72"
"2051","TH","THA","Thailand","THA.67_1","THA.67_1","Surat Thani",NA,"Surat Thani","Changwat","Province","84","TH.ST","D","South",NA,NA,"Surat Thani","","สุราษฎร์ธานี","TH.D","iso3166-2","","","","TH.D","TH-84"
"2052","TH","THA","Thailand","THA.68_1","THA.68_1","Surin",NA,"Surin","Changwat","Province","32","TH.SU","A","Northeast",NA,NA,"Surin","","สุรินทร์","TH.A","iso3166-2","","","","TH.A","TH-32"
"2053","TH","THA","Thailand","THA.69_1","THA.69_1","Tak",NA,"Tak","Changwat","Province","63","TH.TK","C","North",NA,NA,"Tak","","ตาก","TH.C","iso3166-2","","","","TH.C","TH-63"
"2054","TH","THA","Thailand","THA.70_1","THA.70_1","Trang","Tab Tiang","Trang","Changwat","Province","92","TH.TG","D","South",NA,NA,"Trang","","ตรัง","TH.D","iso3166-2","","","","TH.D","TH-92"
"2055","TH","THA","Thailand","THA.71_1","THA.71_1","Trat",NA,"Trat","Changwat","Province","23","TH.TT","B","Central",NA,NA,"Trat","","ตราด","TH.B","iso3166-2","","","","TH.B","TH-23"
"2056","TH","THA","Thailand","THA.72_1","THA.72_1","Ubon Ratchathani",NA,"Ubon Ratchathani","Changwat","Province","34","TH.UR","A","Northeast",NA,NA,"Ubon Ratchathani","","อุบลราชธานี","TH.A","iso3166-2","","","","TH.A","TH-34"
"2057","TH","THA","Thailand","THA.73_1","THA.73_1","Udon Thani",NA,"Udon Thani","Changwat","Province","41","TH.UN","A","Northeast",NA,NA,"Udon Thani","","อุดรธานี","TH.A","iso3166-2","","","","TH.A","TH-41"
"2058","TH","THA","Thailand","THA.74_1","THA.74_1","Uthai Thani",NA,"Uthai Thani","Changwat","Province","61","TH.UT","C","North",NA,NA,"Uthai Thani","","อุทัยธานี","TH.C","iso3166-2","","","","TH.C","TH-61"
"2059","TH","THA","Thailand","THA.75_1","THA.75_1","Uttaradit",NA,"Uttaradit","Changwat","Province","53","TH.UD","C","North",NA,NA,"Uttaradit","","อุตรดิตถ์","TH.C","iso3166-2","","","","TH.C","TH-53"
"2060","TH","THA","Thailand","THA.76_1","THA.76_1","Yala",NA,"Yala","Changwat","Province","95","TH.YL","D","South",NA,NA,"Yala","","ยะลา","TH.D","iso3166-2","","","","TH.D","TH-95"
"2061","TH","THA","Thailand","THA.77_1","THA.77_1","Yasothon",NA,"Yasothon","Changwat","Province","35","TH.YS","A","Northeast",NA,NA,"Yasothon","","ยโสธร","TH.A","iso3166-2","","","","TH.A","TH-35"
"2062","TJ","TJK","Tajikistan","TJK.1_1","TJK.1_1","Dushanbe",NA,"Dushanbe","Viloyat","Region",NA,"TJ.RR","","",NA,NA,"Dushanbe","","Душанбе","TJ-DU","iso3166-2","","","","TJ-DU","TJ-DU"
"2063","TJ","TJK","Tajikistan","TJK.3_1","TJK.3_1","Khatlon","Hationskaya oblast'|Hatlonskaja oblast'","Khatlon","Viloyat","Region",NA,"TJ.KL","","",NA,NA,"Khatlon","","Вилояти Хатлон","TJ-KT","iso3166-2","","","","TJ-KT","TJ-KT"
"2064","TJ","TJK","Tajikistan","TJK.2_1","TJK.2_1","Gorno-Badakhshan","Badakhshoni Kuni|Autonomes Gebiet der Berg-Badachschanen|Gorno-Badahshanskaya avtonomnaya oblast'|Go","Gorno-Badakhshan","Viloiati Mukhtori|Viloyati Avtonomii","Region",NA,"TJ.BK","","",NA,NA,"Kŭhistoni Badakhshon","GBAO","Вилояти Мухтори Кӯҳистони Бадахшон","TJ-GB","iso3166-2","","","","TJ-GB","TJ-GB"
"2065","TJ","TJK","Tajikistan","TJK.5_1","TJK.5_1","Tadzhikistan Territories",NA,"Tadzhikistan Territories","Viloyat","Region",NA,"TJ.RR","","",NA,NA,"nohiyahoi tobei jumhurí","RRP","Ноҳияҳои тобеи ҷумҳурӣ","TJ-RA","iso3166-2","","","","TJ-RA","TJ-RA"
"2066","TJ","TJK","Tajikistan","TJK.4_1","TJK.4_1","Leninabad","Sogd|Hod≈æent|Khodzhent|Khujand|Leninabadskaya oblast'|Leninobod|Sogdiyskaya oblast'|Sogdskaja oblast","Leninabad","Viloyat","Region",NA,"TJ.LE","","",NA,NA,"Sughd","","Вилояти Суғд","TJ-SU","iso3166-2","","","","TJ-SU","TJ-SU"
"2067","TM","TKM","Turkmenistan","TKM.1_1","TKM.1_1","Ahal","Akhal|Ashkhabad|Ashkhabadskaya Oblast","Ahal","Welayat|Velayat","Province",NA,"TM.AL","","",NA,NA,"Ahal","","Ahal","TM-A","iso3166-2","","","","TM-A","TM-A"
"2068","TM","TKM","Turkmenistan","TKM.2_1","TKM.2_1","A≈ügabat","Ashgabat","A≈ügabat","Ashkhabad","Independent City",NA,"TM.AB","","",NA,NA,"Aşgabat","","Aşgabat","TM-S","iso3166-2","","","","TM-S","TM-S"
"2069","TM","TKM","Turkmenistan","TKM.3_1","TKM.3_1","Balkan","Krasnovodsk, Krasnovodskaya Oblast","Balkan","Welayat|Velayat","Province",NA,"TM.BA","","",NA,NA,"Balkan","","Balkan","TM-B","iso3166-2","","","","TM-B","TM-B"
"2070","TM","TKM","Turkmenistan","TKM.6_1","TKM.6_1","Tashauz","Dashoguz|Dashhowuz|Dashkhovuz|Tashauzskaya Oblast","Tashauz","Welayat|Velayat","Province",NA,"TM.DA","","",NA,NA,"Daşoguz","","Daşoguz","TM-D","iso3166-2","","","","TM-D","TM-D"
"2071","TM","TKM","Turkmenistan","TKM.4_1","TKM.4_1","Chardzhou","Lebap|Chardzhouskaya Oblast","Chardzhou","Welayat|Velayat","Province",NA,"TM.LE","","",NA,NA,"Lebap","","Lebap","TM-L","iso3166-2","","","","TM-L","TM-L"
"2072","TM","TKM","Turkmenistan","TKM.5_1","TKM.5_1","Mary","Maruy|Marysk|Maryyskaya Oblast","Mary","Welayat|Velayat","Province",NA,"TM.MA","","",NA,NA,"Mary","","Mary","TM-M","iso3166-2","","","","TM-M","TM-M"
"2073","TN","TUN","Tunisia","TUN.2_1","TUN.2_1","B√©ja","BƒÅjah|B√©ja","B√©ja","Wilayat","Governorate",NA,"TN.BJ","","",NA,NA,"Béja","","باجة","TN-31","iso3166-2","","","","TN-31","TN-31"
"2074","TN","TUN","Tunisia","TUN.3_1","TUN.3_1","Ben Arous (Tunis Sud)","Bin `Ar≈´s|Ben Arous|Tunis Ben Arous","Ben Arous (Tunis Sud)","Wilayat","Governorate",NA,"TN.BA","","",NA,NA,"Ben Arous","","بن عروس","TN-13","iso3166-2","","","","TN-13","TN-13"
"2075","TN","TUN","Tunisia","TUN.4_1","TUN.4_1","Bizerte","BanzartBanzart|Bensert|Binzart|Biserta|Bizerta","Bizerte","Wilayat","Governorate",NA,"TN.BZ","","",NA,NA,"Bizerte",""," بنزرت","TN-23","iso3166-2","","","","TN-23","TN-23"
"2076","TN","TUN","Tunisia","TUN.5_1","TUN.5_1","Gab√®s","QƒÅbis|GabƒÅs","Gab√®s","Wilayat","Governorate",NA,"TN.GB","","",NA,NA,"Gabès","","ڨابس","TN-81","iso3166-2","","","","TN-81","TN-81"
"2077","TN","TUN","Tunisia","TUN.6_1","TUN.6_1","Gafsa","Gaf·π£ah|Qaf·π£ah","Gafsa","Wilayat","Governorate",NA,"TN.GF","","",NA,NA,"Gafsa","","ڨفصة","TN-71","iso3166-2","","","","TN-71","TN-71"
"2078","TN","TUN","Tunisia","TUN.7_1","TUN.7_1","Jendouba","Jendo√ªbah|Jenduba|Jondouba|Jund≈´bah|Souk-El-Arba|Dschunduba","Jendouba","Wilayat","Governorate",NA,"TN.JE","","",NA,NA,"Jendouba","","جندوبة","TN-32","iso3166-2","","","","TN-32","TN-32"
"2079","TN","TUN","Tunisia","TUN.8_1","TUN.8_1","Kairouan","Al QayrawƒÅn|Al Qƒ´rwƒÅn|Qairou√¢n|Kairu√£|Kairouwan","Kairouan","Wilayat","Governorate",NA,"TN.KR","","",NA,NA,"Kairouan","","قيروان","TN-41","iso3166-2","","","","TN-41","TN-41"
"2080","TN","TUN","Tunisia","TUN.9_1","TUN.9_1","Kass√©rine","Al Qa·π£rayn|Al Ga·π£rƒ´n|Al Qasrin|Kasserim|Al Qa·π£rayn|Sbeitla","Kass√©rine","Wilayat","Governorate",NA,"TN.KS","","",NA,NA,"Kasserine","","ڨصرين","TN-42","iso3166-2","","","","TN-42","TN-42"
"2081","TN","TUN","Tunisia","TUN.10_1","TUN.10_1","Kebili","Kebilli|Qbili|Qibilƒ´","Kebili","Wilayat","Governorate",NA,"TN.KB","","",NA,NA,"Kébili","","ڨبلي","TN-73","iso3166-2","","","","TN-73","TN-73"
"2082","TN","TUN","Tunisia","TUN.1_1","TUN.1_1","Ariana","Al AryiƒÅnah|L'Ariana|Tunis Ariana|Al AryƒÅnah","Ariana","Wilayat","Governorate",NA,"TN.AN","","",NA,NA,"L'Ariana","Ariana","أريانة","TN-12","iso3166-2","","","","TN-12","TN-12"
"2083","TN","TUN","Tunisia","TUN.13_1","TUN.13_1","Manubah",NA,"Manubah","Wilayat","Governorate",NA,"TN.MN","","",NA,NA,"La Manouba","Manouba","المهدية","TN-14","iso3166-2","","","","TN-14","TN-14"
"2084","TN","TUN","Tunisia","TUN.11_1","TUN.11_1","Le Kef","Al KƒÅf|El Kef|Kaf|Kef","Le Kef","Wilayat","Governorate",NA,"TN.KF","","",NA,NA,"Le Kef",""," الكاف","TN-33","iso3166-2","","","","TN-33","TN-33"
"2085","TN","TUN","Tunisia","TUN.12_1","TUN.12_1","Mahdia","Al Madƒ´yah|Al Mahdiyya|Mahdi√¢h","Mahdia","Wilayat","Governorate",NA,"TN.MH","","",NA,NA,"Mahdia",""," منوبة","TN-53","iso3166-2","","","","TN-53","TN-53"
"2086","TN","TUN","Tunisia","TUN.14_1","TUN.14_1","M√©denine","Madanƒ´yƒ´n|Madanƒ´n|Medenin","M√©denine","Wilayat","Governorate",NA,"TN.ME","","",NA,NA,"Médenine","","مدنين","TN-82","iso3166-2","","","","TN-82","TN-82"
"2087","TN","TUN","Tunisia","TUN.15_1","TUN.15_1","Monastir","Al Munastƒ´r","Monastir","Wilayat","Governorate",NA,"TN.MS","","",NA,NA,"Monastir","","المنستير","TN-52","iso3166-2","","","","TN-52","TN-52"
"2088","TN","TUN","Tunisia","TUN.16_1","TUN.16_1","Nabeul","Cap Bon|Nabil|NƒÅbol|NƒÅbul","Nabeul","Wilayat","Governorate",NA,"TN.NB","","",NA,NA,"Nabeul","","نابل","TN-21","iso3166-2","","","","TN-21","TN-21"
"2089","TN","TUN","Tunisia","TUN.17_1","TUN.17_1","Sfax","SafƒÅqis|·π¢afƒÅqis|·π¢fƒÅqis","Sfax","Wilayat","Governorate",NA,"TN.SF","","",NA,NA,"Sfax",""," صفاقس","TN-61","iso3166-2","","","","TN-61","TN-61"
"2090","TN","TUN","Tunisia","TUN.18_1","TUN.18_1","Sidi Bou Zid","Sƒ´dƒ´ B≈´ Zayd|Qamudah|Sidi Bo√ª Sa`√Æd|Sidi Buzid|Sidi B≈´ Sa`ƒ´d|Sƒ´dƒ´ B≈´ Zayd|Sidi Bu Said","Sidi Bou Zid","Wilayat","Governorate",NA,"TN.SZ","","",NA,NA,"Sidi Bouzid","","سيدي بوزيد","TN-43","iso3166-2","","","","TN-43","TN-43"
"2091","TN","TUN","Tunisia","TUN.19_1","TUN.19_1","Siliana","SiliƒÅnah|SilyƒÅnah","Siliana","Wilayat","Governorate",NA,"TN.SL","","",NA,NA,"Siliana",""," سليانة","TN-34","iso3166-2","","","","TN-34","TN-34"
"2092","TN","TUN","Tunisia","TUN.20_1","TUN.20_1","Sousse","Sousa|Sussa|Susse|Susa|S≈´sah","Sousse","Wilayat","Governorate",NA,"TN.SS","","",NA,NA,"Sousse","","سوسة","TN-51","iso3166-2","","","","TN-51","TN-51"
"2093","TN","TUN","Tunisia","TUN.21_1","TUN.21_1","Tataouine","Foum Tataouine|Tatahouine|Tatuine|Ta≈£ƒÅwƒ´n","Tataouine","Wilayat","Governorate",NA,"TN.TA","","",NA,NA,"Tataouine","","تطاوين","TN-83","iso3166-2","","","","TN-83","TN-83"
"2094","TN","TUN","Tunisia","TUN.22_1","TUN.22_1","Tozeur","Tawzar|Touzar|T≈´zar","Tozeur","Wilayat","Governorate",NA,"TN.TO","","",NA,NA,"Tozeur","","توزر","TN-72","iso3166-2","","","","TN-72","TN-72"
"2095","TN","TUN","Tunisia","TUN.23_1","TUN.23_1","Tunis","Tounis|Tunis City|T≈´nus|T√∫nez|T√∫nis|Tunisi|T≈´nis","Tunis","Wilayat","Governorate",NA,"TN.TU","","",NA,NA,"Tunis","","تونس","TN-11","iso3166-2","","","","TN-11","TN-11"
"2096","TN","TUN","Tunisia","TUN.24_1","TUN.24_1","Zaghouan","Tunis South|Zachouan|Zaguan|ZaghwƒÅn|Saghuan","Zaghouan","Wilayat","Governorate",NA,"TN.ZA","","",NA,NA,"Zaghouan","","زغوان","TN-22","iso3166-2","","","","TN-22","TN-22"
"2097","TR","TUR","Turkey","","TR3","","","","","","","","","",NA,NA,"Aegean","","","TR3","iso3166-2","","","","TR3","TR3"
"2098","TR","TUR","Turkey","","TR7","","","","","","","","","",NA,NA,"Central Anatolia","","","TR7","iso3166-2","","","","TR7","TR7"
"2099","TR","TUR","Turkey","","TRB","","","","","","","","","",NA,NA,"Central East Anatolia","","","TRB","iso3166-2","","","","TRB","TRB"
"2100","TR","TUR","Turkey","","TR9","","","","","","","","","",NA,NA,"East Black Sea","","","TR9","iso3166-2","","","","TR9","TR9"
"2101","TR","TUR","Turkey","","TR4","","","","","","","","","",NA,NA,"East Marmara","","","TR4","iso3166-2","","","","TR4","TR4"
"2102","TR","TUR","Turkey","","TR1","","","","","","","","","",NA,NA,"Istanbul","","","TR1","iso3166-2","","","","TR1","TR1"
"2103","TR","TUR","Turkey","","TR6","","","","","","","","","",NA,NA,"Mediterranean","","","TR6","iso3166-2","","","","TR6","TR6"
"2104","TR","TUR","Turkey","","TRA","","","","","","","","","",NA,NA,"Northeast Anatolia","","","TRA","iso3166-2","","","","TRA","TRA"
"2105","TR","TUR","Turkey","","TRC","","","","","","","","","",NA,NA,"Southeast Anatolia","","","TRC","iso3166-2","","","","TRC","TRC"
"2106","TR","TUR","Turkey","","TR5","","","","","","","","","",NA,NA,"West Anatolia","","","TR5","iso3166-2","","","","TR5","TR5"
"2107","TR","TUR","Turkey","","TR8","","","","","","","","","",NA,NA,"West Black Sea","","","TR8","iso3166-2","","","","TR8","TR8"
"2108","TR","TUR","Turkey","","TR2","","","","","","","","","",NA,NA,"West Marmara","","","TR2","iso3166-2","","","","TR2","TR2"
"2109","TT","TTO","Trinidad and Tobago","TTO.1_1","TTO.1_1","Arima",NA,"Arima","Borough","Borough"," ","TT.AR","nat","Trinidad and Tobago",NA,NA,"Arima","","Arima","TT.nat","iso3166-2","","","","TT.nat","TT-ARI"
"2110","TT","TTO","Trinidad and Tobago","TTO.2_1","TTO.2_1","Chaguanas"," ","Chaguanas","Borough","Borough"," ","TT.CH","nat","Trinidad and Tobago",NA,NA,"Chaguanas","","Chaguanas","TT.nat","iso3166-2","","","","TT.nat","TT-CHA"
"2111","TT","TTO","Trinidad and Tobago","TTO.3_1","TTO.3_1","Couva-Tabaquite-Talparo","Couva","Couva-Tabaquite-Talparo","Region","Region"," ","TT.CT","nat","Trinidad and Tobago",NA,NA,"Couva–Tabaquite–Talparo","","Couva–Tabaquite–Talparo","TT.nat","iso3166-2","","","","TT.nat","TT-CTT"
"2112","TT","TTO","Trinidad and Tobago","TTO.4_1","TTO.4_1","Diego Martin","Petit Valley","Diego Martin","Region","Region"," ","TT.DM","nat","Trinidad and Tobago",NA,NA,"Diego Martin","","Diego Martin","TT.nat","iso3166-2","","","","TT.nat","TT-DMN"
"2113","TT","TTO","Trinidad and Tobago","TTO.5_1","TTO.5_1","Mayaro/Rio Claro","Mayaro|Rio Claro","Mayaro/Rio Claro","Region","Region"," ","TT.MR","nat","Trinidad and Tobago",NA,NA,"Mayaro-Rio Claro","","Mayaro-Rio Claro","TT.nat","iso3166-2","","","","TT.nat","TT-MRC"
"2114","TT","TTO","Trinidad and Tobago","TTO.6_1","TTO.6_1","Penal-Debe","Penal","Penal-Debe","Region","Region"," ","TT.PD","nat","Trinidad and Tobago",NA,NA,"Penal-Debe","","Penal-Debe","TT.nat","iso3166-2","","","","TT.nat","TT-PED"
"2115","TT","TTO","Trinidad and Tobago","TTO.7_1","TTO.7_1","Point Fortin"," ","Point Fortin","Borough","Borough"," ","TT.PF","nat","Trinidad and Tobago",NA,NA,"Point Fortin","","Point Fortin","TT.nat","iso3166-2","","","","TT.nat","TT-PTF"
"2116","TT","TTO","Trinidad and Tobago","TTO.8_1","TTO.8_1","Port of Spain","Port-of-Spain","Port of Spain","City","City"," ","TT.PS","nat","Trinidad and Tobago",NA,NA,"Port of Spain","","Port of Spain","TT.nat","iso3166-2","","","","TT.nat","TT-POS"
"2117","TT","TTO","Trinidad and Tobago","TTO.9_1","TTO.9_1","Princes Town"," ","Princes Town","Region","Region"," ","TT.PT","nat","Trinidad and Tobago",NA,NA,"Princes Town","","Princes Town","TT.nat","iso3166-2","","","","TT.nat","TT-PRT"
