iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2002-03,mean.scl.regional_2004-05,mean.scl.regional_2006-07,mean.scl.regional_2008-09,mean.scl.regional_2010-11,mean.scl.regional_2012-13,mean.scl.regional_2014-15,mean.scl.regional_2016-17,mean.scl.regional_2018-19,mean.scl.regional_2020-21,mean.scl.regional_2022-23,mean.scl.national_2002-03,mean.scl.national_2004-05,mean.scl.national_2006-07,mean.scl.national_2008-09,mean.scl.national_2010-11,mean.scl.national_2012-13,mean.scl.national_2014-15,mean.scl.national_2016-17,mean.scl.national_2018-19,mean.scl.national_2020-21,mean.scl.national_2022-23
GH,GHA,Ghana,GHA.7_1,GHA.7_1,Upper East,NA,Upper East,Region,Region,NA,GH.UE,NA,NA,NA,NA,Upper East,NA,Upper East,GH-UE,iso3166-2,NA,NA,NA,0.4745715819907305,0.48508085122665334,0.4953063795281142,0.4474063891374798,0.6204663275709223,0.5721362045133964,0.7841980456924967,0.5034206100698412,0.5984561659837698,0.5501754667422136,0.5701666407231141,0.4066378438909642,0.4181225293884084,0.43203410826749594,0.37006491372862854,0.5474328400106334,0.4181402526440174,0.6270782884061976,0.3500087732181184,0.44380463243050333,0.4128089088513775,0.4570721545901402
GH,GHA,Ghana,GHA.8_1,GHA.8_1,Upper West,NA,Upper West,Region,Region,NA,GH.UW,NA,NA,NA,NA,Upper West,NA,Upper West,GH-UW,iso3166-2,NA,NA,NA,0.504730691660849,0.5159130249063606,0.529546166448671,0.4835918224158139,0.6450063324268894,0.48929272834437176,0.5780696764091884,0.42605819653566285,0.5640169073389171,0.5731808304178201,0.6702504331170319,0.4066378438909642,0.4181225293884084,0.43203410826749594,0.37006491372862854,0.5474328400106334,0.4181402526440174,0.6270782884061976,0.3500087732181184,0.44380463243050333,0.4128089088513775,0.4570721545901402
GH,GHA,Ghana,GHA.9_1,GH-TV,Volta,NA,Volta,Region,Region,NA,GH.TV,NA,NA,NA,NA,Volta,NA,Volta,GH-TV,iso3166-2,NA,NA,NA,0.4876340371318904,0.49942126788388874,0.5135751352869057,0.4670955316499642,0.6244753472976775,0.5148436940122844,0.6874965069801384,0.4671399406771069,0.6208154776739864,0.5766916086753893,0.5808497354521431,0.4066378438909642,0.4181225293884084,0.43203410826749594,0.37006491372862854,0.5474328400106334,0.4181402526440174,0.6270782884061976,0.3500087732181184,0.44380463243050333,0.4128089088513775,0.4570721545901402
GH,GHA,Ghana,GHA.10_1,GH-WP,Western,NA,Western,Region,Region,NA,GH.WP,NA,NA,NA,NA,Western,NA,Western,GH-WP,iso3166-2,NA,NA,NA,0.46826592638964076,0.4764778453008995,0.48646249662390845,0.43772270936041063,0.5805804973140671,0.4235198271630266,0.567661827178616,0.36103994946717644,0.5084881733552366,0.48270156689609284,0.5148097859068522,0.4066378438909642,0.4181225293884084,0.43203410826749594,0.37006491372862854,0.5474328400106334,0.4181402526440174,0.6270782884061976,0.3500087732181184,0.44380463243050333,0.4128089088513775,0.4570721545901402
GH,GHA,Ghana,NA,GH-WN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western North,NA,Western North,GH-WN,iso3166-2,NA,NA,NA,0.44377500952242704,0.44890005994839166,0.4561257636141602,0.4050325206375233,0.5466263029374223,0.44544388901666376,0.6167490693359549,0.44472638586418817,0.5671437678244229,0.571230253267088,0.6182479538917669,0.4066378438909642,0.4181225293884084,0.43203410826749594,0.37006491372862854,0.5474328400106334,0.4181402526440174,0.6270782884061976,0.3500087732181184,0.44380463243050333,0.4128089088513775,0.4570721545901402
GM,GMB,Gambia,GMB.1_1,GMB.1_1,Banjul,NA,Banjul,Independent City,Independent City,NA,GM.BJ,NA,NA,NA,NA,Banjul,NA,Banjul,GM-B,iso3166-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GM,GMB,Gambia,GMB.3_1,GMB.3_1,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,Maccarthy Island,Division,Division,NA,GM.MC,NA,NA,NA,NA,Central River,NA,Central River,GM-M,iso3166-2,NA,NA,NA,0.5107209663396652,0.5199680993386451,0.527565050988398,0.5420407580278926,0.5520479676599224,0.5600378715463323,0.5729131645225828,0.5828555499526515,0.5948803776222488,0.5843790076141411,0.6747665801003637,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GM,GMB,Gambia,GMB.2_1,GMB.2_1,Lower River,Central|South Bank,Lower River,Division,Division,NA,GM.LR,NA,NA,NA,NA,Lower River,NA,Lower River,GM-L,iso3166-2,NA,NA,NA,0.47687518952210717,0.4812361689419662,0.48501094853279453,0.495476267948402,0.5018795689295613,0.506126377409683,0.5126308383321643,0.5178923993513419,0.5244912775653114,0.5523074453517448,0.6578346843452634,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GM,GMB,Gambia,GMB.4_1,GMB.4_1,North Bank,NA,North Bank,Division,Division,NA,GM.NB,NA,NA,NA,NA,North Bank,NA,North Bank,GM-N,iso3166-2,NA,NA,NA,0.525121040478885,0.5360292211604929,0.545004478115369,0.5613341053092233,0.5731606884637988,0.5838681634279503,0.5983928722840576,0.6088261727649118,0.6206660294996729,0.5923901435479912,0.7264483602102848,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GM,GMB,Gambia,GMB.5_1,GMB.5_1,Upper River,NA,Upper River,Division,Division,NA,GM.UR,NA,NA,NA,NA,Upper River,NA,Upper River,GM-U,iso3166-2,NA,NA,NA,0.5155153320582379,0.524984385732897,0.5334309063641453,0.546814089274917,0.5585610606667101,0.5678528749329299,0.5799373370211968,0.5900143526297159,0.5995287422988538,0.6198783268405929,0.6513132984161262,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GM,GMB,Gambia,GMB.6_1,GMB.6_1,Western,NA,Western,Division,Division,NA,GM.WE,NA,NA,NA,NA,Western,NA,Western,GM-W,iso3166-2,NA,NA,NA,0.5245714996693736,0.5361902245679995,0.5451160493834725,0.5608435731776698,0.5715923381245385,0.5815829622833594,0.5956334793362935,0.6063940710662095,0.6185413512990111,0.5967262313509581,0.6976429382277464,0.46571585289680706,0.4786881333534599,0.48921183961608766,0.5079926019235045,0.5215267520813582,0.533341805077901,0.54959634223301,0.5624040041384378,0.5766332984340655,0.5612512992963061,0.6817468903382675
GN,GIN,Guinea,GIN.1_1,GIN.1_1,Bok√©,NA,Bok√©,Region,Region,NA,NA,NA,NA,NA,NA,Boké,NA,Boké,GN-B,iso3166-2,NA,NA,NA,0.56318008931431085,0.5751182630998244,0.5885019736675202,0.6042827216738472,0.6168488884842794,0.6317737407028179,0.6476900594532836,0.6577927522378907,0.6687853656130354,0.5667623102426612,0.5973798237956616,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.2_1,GIN.2_1,Conakry,NA,Conakry,Region,Region,NA,NA,NA,NA,NA,NA,Conakry,NA,Conakry,GN-C,iso3166-2,NA,NA,NA,0.5542552315549464,0.5656789375843679,0.5758294043067429,0.5888935967450265,0.6000798216942582,0.6149338645260184,0.631064159061635,0.6415056013042028,0.6550567988262002,0.5411445263812288,0.6719057739259948,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.3_1,GIN.3_1,Faranah,NA,Faranah,Region,Region,NA,NA,NA,NA,NA,NA,Faranah,NA,Faranah,GN-F,iso3166-2,NA,NA,NA,0.5964732538304436,0.611523920617809,0.626694628286913,0.6441125017544395,0.6616638989369951,0.6789383070639685,0.6997747241347146,0.7133894121760048,0.7292633015016705,0.6122362386211864,0.6572875771447148,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.4_1,GIN.4_1,Kankan,NA,Kankan,Region,Region,NA,NA,NA,NA,NA,NA,Kankan,NA,Kankan,GN-K,iso3166-2,NA,NA,NA,0.5367462075666162,0.5462779163041647,0.5547584089372194,0.5675511252070582,0.5772221117575188,0.5903580765698122,0.6056070367319623,0.6116286455922739,0.621269687095429,0.558388278594943,0.6157778309038755,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.5_1,GIN.5_1,Kindia,NA,Kindia,Region,Region,NA,NA,NA,NA,NA,NA,Kindia,NA,Kindia,GN-D,iso3166-2,NA,NA,NA,0.6002944867801198,0.6159219327627081,0.6316626888601342,0.6508884759787295,0.6692435189195011,0.689333029183072,0.7108923938666816,0.72412197947172,0.7425145247134926,0.6531821891455043,0.6216285895200627,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.6_1,GIN.6_1,Lab√©,NA,Lab√©,Region,Region,NA,NA,NA,NA,NA,NA,Labé,NA,Labé,GN-L,iso3166-2,NA,NA,NA,0.5390494350588434,0.5485582128141544,0.5571841448769171,0.5704151820711716,0.5814059862579185,0.5949599566832772,0.6094716587845466,0.6160985231793065,0.6292082763869831,0.5957126207480702,0.6547993967869585,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.7_1,GIN.7_1,Mamou,NA,Mamou,Region,Region,NA,NA,NA,NA,NA,NA,Mamou,NA,Mamou,GN-M,iso3166-2,NA,NA,NA,0.539054352028378,0.5476779313585706,0.5589045045154694,0.5700772413886395,0.579527028697776,0.5916733659556933,0.6070908085178084,0.6132232904786333,0.6240483345894945,0.5549341984224188,0.6336688397118311,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GN,GIN,Guinea,GIN.8_1,GIN.8_1,Nz√©r√©kor√©,NA,Nz√©r√©kor√©,Region,Region,NA,NA,NA,NA,NA,NA,Nzérékoré,NA,Nzérékoré,GN-N,iso3166-2,NA,NA,NA,0.5480912612019119,0.5593731768117329,0.5686384963475607,0.5811540841919716,0.5918063597105777,0.6052738583525903,0.6202328239265738,0.6278639566959426,0.639133436454619,0.536631317075107,0.6114511050682174,0.5168863727229145,0.5315105531529714,0.5455973597985337,0.5636585998333167,0.5793042754998615,0.5981293266806242,0.6191737384780921,0.6306974930211213,0.6468642476437871,0.5383734915881402,0.605864568176645
GR,GRC,Greece,GRC.6.2_1,GRC.6.2_1,East Macedonia and Thrace,NA,ŒëŒΩŒ±œÑŒøŒªŒπŒ∫ŒÆ ŒúŒ±Œ∫ŒµŒ¥ŒøŒΩŒØŒ± Œ∫Œ±Œπ ŒòœÅŒ¨Œ∫Œ∑,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Anatolikí Makedonía kai Thráki,Eastern Macedonia and Thrace,Ανατολική Μακεδονία και Θράκη,GR-A,iso3166-2,NA,NA,NA,0.5852495468455219,0.5417821774724115,0.5063976116812996,0.5304513756733535,0.7188384971292243,0.6533855658936625,0.5673342315142238,0.6248448106348498,0.6088821618951705,0.6357007512680214,0.5619329841271267,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.3.1_1,GRC.3.1_1,Attica,NA,ŒëœÑœÑŒπŒ∫ŒÆ,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Attikí,Attica,Αττική,GR-I,iso3166-2,NA,NA,NA,0.6740435695110722,0.6039859711444152,0.54264642790496,0.5433820792630855,0.6779134771738219,0.6259266517643408,0.6095323261058585,0.6416558159408499,0.6699815892541859,0.6643693497255405,0.6296619024553508,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.7.3_1,GRC.7.3_1,West Greece,NA,ŒîœÖœÑŒπŒ∫ŒÆ ŒïŒªŒªŒ¨Œ¥Œ±,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Dytikí Elláda,Western Greece,Δυτική Ελλάδα,GR-G,iso3166-2,NA,NA,NA,0.6860420213005156,0.603486243453661,0.5310694761153588,0.5153182157965087,0.654502758045228,0.6225544910930026,0.6333564094847335,0.6786725733134061,0.7174388183205328,0.672493342914056,0.5995998678076693,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.5.2_1,GRC.5.2_1,West Macedonia,NA,ŒîœÖœÑŒπŒ∫ŒÆ ŒúŒ±Œ∫ŒµŒ¥ŒøŒΩŒØŒ±,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Dytikí Makedonía,Western Macedonia,Δυτική Μακεδονία,GR-C,iso3166-2,NA,NA,NA,0.6892055241139314,0.6202113887280589,0.5615920950703709,0.5579469709046135,0.6662763692657948,0.5961268005599317,0.6096222291358704,0.6422879820318733,0.6157124461295395,0.663514811969207,0.6149876005266919,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.7.1_1,GRC.7.1_1,Ionian Islands,NA,ŒôœåŒΩŒπŒ± ŒΩŒ∑œÉŒπŒ¨,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Ionía Nísia,Ionian Islands,Ιόνια Νησιά,GR-F,iso3166-2,NA,NA,NA,0.6614985890818597,0.5948083019754785,0.537945705176915,0.5390137637077931,0.7481679731921028,0.667723866035763,0.627285287610761,0.6635196195130321,0.6390414248145379,0.649047770726468,0.6384298577527063,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.5.1_1,GRC.5.1_1,Epirus,NA,ŒâœÄŒµŒπœÅŒøœÇ,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Ípeiros,Epirus,Ήπειρος,GR-D,iso3166-2,NA,NA,NA,0.6782452155599389,0.6047102979594795,0.5396031847002767,0.5326940724310544,0.6786529105245114,0.5686567826816777,0.5464822466620342,0.6008639481763651,0.6042602289071801,0.6597864160035747,0.6548775547717527,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.6.1_1,GRC.6.1_1,Central Macedonia,NA,ŒöŒµŒΩœÑœÅŒπŒ∫ŒÆ ŒúŒ±Œ∫ŒµŒ¥ŒøŒΩŒØŒ±,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Kentrikí Makedonía,Central Macedonia,Κεντρική Μακεδονία,GR-B,iso3166-2,NA,NA,NA,0.6262478152966957,0.5646031966097848,0.511705234385179,0.5184784637698777,0.6777578373535781,0.6594792838771074,0.6743315381187148,0.6894202729795761,0.6763615423412517,0.6444568151373115,0.5798647313687507,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.4.1_1,GRC.4.1_1,Crete,NA,ŒöœÅŒÆœÑŒ∑,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Kríti,Crete,Κρήτη,GR-M,iso3166-2,NA,NA,NA,0.6419244415364139,0.5903458750139998,0.5467327756780421,0.5600766343997011,0.6770018971584858,0.5840268954367258,0.5470593754162737,0.6008379177335922,0.6085953408244953,0.6246079801780162,0.6323255013086667,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.1.2_1,GRC.1.2_1,South Aegean,NA,ŒùœåœÑŒπŒø ŒëŒπŒ≥Œ±ŒØŒø,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Nótio Aigaío,Southern Aegean,Νότιο Αιγαίο,GR-L,iso3166-2,NA,NA,NA,0.6504093125338144,0.583964933232783,0.5262661713372356,0.5264159447341559,0.7327830265394836,0.6701789477503822,0.6464946364653175,0.699085602621085,0.6900367242619625,0.667321029151951,0.6302891603643415,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.7.2_1,GRC.7.2_1,Peloponnese,NA,Œ†ŒµŒªŒøœÄœåŒΩŒΩŒ∑œÉŒøœÇ,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Pelóponnisos,Peloponnese,Πελοπόννησος,GR-J,iso3166-2,NA,NA,NA,0.6492054821254057,0.582709324074341,0.5263013102348797,0.5270684101180639,0.6793790853358962,0.5942051388139307,0.5332568987968725,0.5932561379404792,0.5834632217059109,0.6362833593587981,0.6160264247037828,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.8.1_1,GRC.8.1_1,Central Greece,NA,Œ£œÑŒµœÅŒµŒ¨ ŒïŒªŒªŒ¨Œ¥Œ±,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Stereá Elláda,Central Greece,Στερεά Ελλάδα,GR-H,iso3166-2,NA,NA,NA,0.621697999343483,0.5523769572074954,0.4900766340240723,0.48641619943229475,0.7258732150307653,0.6413656298073288,0.558805224432699,0.635599347599868,0.6331418923919312,0.6607804849319481,0.6772799387436005,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.8.2_1,GRC.8.2_1,Thessaly,NA,ŒòŒµœÉœÉŒ±ŒªŒØŒ±,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Thessalía,Thessaly,Θεσσαλία,GR-E,iso3166-2,NA,NA,NA,0.7085485392420258,0.6295973165566932,0.5576940557610541,0.5452339852254893,0.7007648138544897,0.6282556590729977,0.596464406022867,0.658808044457309,0.6149560554586596,0.6767518865817305,0.7160082096003001,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GR,GRC,Greece,GRC.1.1_1,GRC.1.1_1,North Aegean,NA,ŒíœåœÅŒµŒπŒø ŒëŒπŒ≥Œ±ŒØŒø,Perif√©reia,Region,NA,NA,NA,NA,NA,NA,Vóreio Aigaío,Northern Aegean,Βόρειο Αιγαίο,GR-K,iso3166-2,NA,NA,NA,0.6085583341514197,0.536786629350659,0.4749101356714784,0.46997684240173515,0.6787586612404478,0.6211539618696716,0.6025172378828061,0.662144080368663,0.6580513174544099,0.6874501924926942,0.713324528414392,0.6372093689357945,0.5536989140842387,0.4809945106290154,0.48263677912179614,0.6732954071491631,0.6036180256309657,0.5773272651639685,0.6273449795531554,0.6331035305459777,0.637502949704722,0.5979915602863528
GT,GTM,Guatemala,GTM.1_1,GTM.1_1,Alta Verapaz,NA,Alta Verapaz,Departamento,Department,NA,GT.AV,NA,NA,NA,NA,Alta Verapaz,NA,Alta Verapaz,GT-AV,iso3166-2,NA,NA,NA,0.47444901616275215,0.4839285208792973,0.4965129602785407,0.4626297125709525,0.6295151506008138,0.6316916062880855,0.6322140119058679,0.6346110560016861,0.5897876978719863,0.5553646454639025,0.6132596272497752,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.2_1,GTM.2_1,Baja Verapaz,NA,Baja Verapaz,Departamento,Department,NA,GT.BV,NA,NA,NA,NA,Baja Verapaz,NA,Baja Verapaz,GT-BV,iso3166-2,NA,NA,NA,0.4610167423203216,0.4684661234792857,0.4803626559600237,0.4566360882598724,0.6322578275596812,0.6662314946453503,0.6999678035117399,0.7324555659306949,0.7169885276899108,0.6635941736915262,0.7345702291048548,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.3_1,GTM.3_1,Chimaltenango,NA,Chimaltenango,Departamento,Department,NA,GT.CM,NA,NA,NA,NA,Chimaltenango,NA,Chimaltenango,GT-CM,iso3166-2,NA,NA,NA,0.40705082989275015,0.4078030648908265,0.41250239875840894,0.4280042914523094,0.6424588678871108,0.6541934810179438,0.6632588504940263,0.6727603147319708,0.6735535834245723,0.6416753410601616,0.7358108350669915,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.4_1,GTM.4_1,Chiquimula,NA,Chiquimula,Departamento,Department,NA,GT.CQ,NA,NA,NA,NA,Chiquimula,NA,Chiquimula,GT-CQ,iso3166-2,NA,NA,NA,0.5634093302029997,0.5835692990777862,0.6068997680403775,0.5367863197378661,0.6656745344850241,0.6727787987032777,0.6775271418193213,0.6813491274844133,0.6064124954823519,0.5534041749674107,0.6619139813445108,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.5_1,GTM.5_1,El Progreso,Guastatoya,El Progreso,Departamento,Department,NA,GT.PR,NA,NA,NA,NA,El Progreso,NA,El Progreso,GT-PR,iso3166-2,NA,NA,NA,0.5313814463956986,0.548564745529506,0.567393264710655,0.5325978762020116,0.6965683587330969,0.7183093597302298,0.7373102759647577,0.7566840776711882,0.7376116250974115,0.6995779635078921,0.7921928751870332,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.6_1,GTM.6_1,Escuintla,NA,Escuintla,Departamento,Department,NA,GT.ES,NA,NA,NA,NA,Escuintla,NA,Escuintla,GT-ES,iso3166-2,NA,NA,NA,0.41411460950890966,0.417689615937909,0.425530007270572,0.42736425845950865,0.6271069196750839,0.6454329613157604,0.6596915637956193,0.6762754452652819,0.6279773247221876,0.6185185399718994,0.757076108799722,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.7_1,GTM.7_1,Guatemala,NA,Guatemala,Departamento,Department,NA,GT.GU,NA,NA,NA,NA,Guatemala,NA,Guatemala,GT-GU,iso3166-2,NA,NA,NA,0.4569683597008286,0.46400140601872825,0.47588993954776976,0.47905679840580245,0.6876075841148156,0.6957453677874487,0.7030981416790384,0.7101127636988606,0.7284352555554786,0.66627537682494,0.7054638496509131,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.8_1,GTM.8_1,Huehuetenango,NA,Huehuetenango,Departamento,Department,NA,GT.HU,NA,NA,NA,NA,Huehuetenango,NA,Huehuetenango,GT-HU,iso3166-2,NA,NA,NA,0.4170389884463368,0.42083235494157956,0.428918931958322,0.4201330647154902,0.6129673150796555,0.6483605259542193,0.680904928166478,0.7150600456359278,0.6652372335894892,0.5951422926969667,0.7025846611019043,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.9_1,GTM.9_1,Izabal,NA,Izabal,Departamento,Department,NA,GT.IZ,NA,NA,NA,NA,Izabal,NA,Izabal,GT-IZ,iso3166-2,NA,NA,NA,0.40966297405686936,0.41278913892014735,0.4205476913000017,0.42233293991575305,0.6245160046979839,0.6359285681138707,0.6446226060852526,0.6535544272218357,0.6470947786944108,0.6197890463733473,0.7228151562263667,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
GT,GTM,Guatemala,GTM.10_1,GTM.10_1,Jalapa,NA,Jalapa,Departamento,Department,NA,GT.JA,NA,NA,NA,NA,Jalapa,NA,Jalapa,GT-JA,iso3166-2,NA,NA,NA,0.39296365431539737,0.3917104317385985,0.39454882596488056,0.409668496531604,0.6227925204950656,0.652707335647291,0.6804117466208305,0.7080282392718025,0.6774222782008689,0.6372460770892798,0.7279969047115414,0.39301628840403013,0.4031679704716084,0.4184037097204685,0.4034428100081841,0.6387148539931021,0.6532021677958216,0.6651671473541533,0.6780992956967217,0.6415093389339807,0.5824006756877786,0.6866614753827123
